,index,Text,Label,Question,RepQuestion,TextAll
1544,3466,"Sono un'alternativa evoluta degli OPG. Noi utenti qui siamo riconosciuti ""pericolosi sociali"" perché si ritiene che abbiamo fatto dei reati e in concomitanza con i nostri disturbi mentali viene applicata la misura di sicurezza. L'obiettivo (in teoria) sarebbe di rendere l'utente (con il passare del tempo) più consapevole del suo disturbo, con il fine di portarlo a non fare più gli errori che ha fatto in passato.  ",giudizioX5+prescrizioneX29+previsioneX33,Come descriverebbe le REMS?,descrizione,"[""Sono un'alternativa evoluta degli OPG."", 'Noi utenti qui siamo riconosciuti ""pericolosi sociali"" perché si ritiene che abbiamo fatto dei reati e in concomitanza con i nostri disturbi mentali viene applicata la misura di sicurezza.', ""L'obiettivo (in teoria) sarebbe di rendere l'utente (con il passare del tempo) più consapevole del suo disturbo, con il fine di portarlo a non fare più gli errori che ha fatto in passato.  ""]"
1545,953,Penso che possa fare le cose che ha sempre fatto,opinioneX10,Come descriverebbe un paziente oncologico operato per neoplasia?,descrizione,['Penso che possa fare le cose che ha sempre fatto']
1546,4378,"sono persone che hanno uno stile di pensiero negativo, un sentimento costante di tristezza, di solito dormono male o hanno il sonno alterato, sono apatici, hanno voglia di piangere, a volte voglia di morire, demotivazione. Si sentono insicuri, soli, frustrati. Incompresi e colpevoli. Si isolano.",descrizioneX45,Come descriverebbe una persona con diagnosi di depressione?,descrizione,"['sono persone che hanno uno stile di pensiero negativo, un sentimento costante di tristezza, di solito dormono male o hanno il sonno alterato, sono apatici, hanno voglia di piangere, a volte voglia di morire, demotivazione. Si sentono insicuri, soli, frustrati. Incompresi e colpevoli. Si isolano.']"
1547,4998,ha bisogno di reinserimento sociale e aiuto,prescrizioneX7,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,['ha bisogno di reinserimento sociale e aiuto']
1548,3599,Guidato e controllato da forze pubbliche,generalizzazioneX6,Come descriverebbe una violenza sessuale?,descrizione,['Guidato e controllato da forze pubbliche']
1549,2640,"è critico perché non è normale aver paura di abitare nella propria città, per colpa della malavita, aver paura di essere aggredita, stuprata essendo una ragazza",giudizioX26,Come descriverebbe il luogo in cui abita?,descrizione,"['è critico perché non è normale aver paura di abitare nella propria città, per colpa della malavita, aver paura di essere aggredita, stuprata essendo una ragazza']"
1550,2399,"come un sopravvissuto capace di volgere uno sguardo più amorevole verso se stesso e di portarlo verso  il mondo, un po' più capace di abitare le emozioni, di riconoscerle e gestirle, più capace di governare i pensieri.",confrontoX37,Come descriverebbe una persona che ha perso un proprio conoscente per suicidio?,descrizione,"[""come un sopravvissuto capace di volgere uno sguardo più amorevole verso se stesso e di portarlo verso  il mondo, un po' più capace di abitare le emozioni, di riconoscerle e gestirle, più capace di governare i pensieri.""]"
1551,2388,"una persona sola nel proprio dolore, alla ricerca di risposte ad un evento molto spesso inaspettato, violento, che perturba in modo incredibile la vita della persona.",giudizioX13+commentoX13,Come descriverebbe una persona che ha perso un proprio conoscente per suicidio?,descrizione,"['una persona sola nel proprio dolore, alla ricerca di risposte ad un evento', 'molto spesso inaspettato, violento, che perturba in modo incredibile la vita della persona.']"
1552,1257,Spero che veramente mi facciano tante feste 8i gatti!).,opinioneX9,Come descriverebbe un paziente oncologico operato per neoplasia?,descrizione,['Spero che veramente mi facciano tante feste 8i gatti!).']
1553,1035,"In questo momento tu non ci pensi, pensi solo a guarire e andare avanti, con l'aiuto dei figli",generalizzazioneX18,Come descriverebbe la gestione delle attività di un paziente oncologico post-operazione?,descrizione,"[""In questo momento tu non ci pensi, pensi solo a guarire e andare avanti, con l'aiuto dei figli""]"
1554,3021,Io penso che l'università e l'azienda ospedaliera siano due colonne economiche e sociali. Sulle quali si poggia l'intera cittadina. Oltre che fonte di lavoro e guadagno risulta essere una fonte di capitale umano importante,sancireX19+confermaX15,Come descriverebbe le interazioni fra Università e città?,descrizione,"[""Io penso che l'università e l'azienda ospedaliera siano due colonne economiche e sociali. Sulle quali si poggia l'intera cittadina."", 'Oltre che fonte di lavoro e guadagno risulta essere una fonte di capitale umano importante']"
1555,2185,"VEDI SOPRA - La paura di perdere il lavoro e/o addirittura non averlo implica la mancanza di possibilità di spendere e quindi di far funzionare l'economia del territorio. Bisognerebbe quindi indirizzare le persone a preferire i prodotti del territorio per mantenerlo vivo. La viabilità, soprattutto, nelle ore di punta presenta difficoltà per i ragazzi che si muovono in bicicletta per andare e/o tornare da scuola. Bisognerebbe quindi riuscire a creare sempre più piste ciclabili che raggiungono le scuole. In questo modo i ragazzi, non solo sarebbero messi nella condizione di crescere personalmente ma il traffico si limiterebbe visto che proprio con la ripresa della scuola è aumentato in maniera esponenziale con l'aumento del pericolo, dello smog, dello stress etc.",implicazioneX25+prescrizioneX14+specificazioneX23+prescrizioneX13+considerazioneX41,Come descriverebbe gli aspetti critici del territorio e della comunità?,descrizione,"[""La paura di perdere il lavoro e/o addirittura non averlo implica la mancanza di POSSIBILITA di spendere e quindi di far funzionare l'economia del territorio."", 'Bisognerebbe quindi indirizzare le persone a preferire i prodotti del territorio per mantenerlo vivo.', 'La viabilità, soprattutto, nelle ore di punta presenta difficoltà per i ragazzi che si muovono in bicicletta per andare e/o tornare da scuola. ', 'Bisognerebbe quindi riuscire a creare sempre più piste ciclabili che raggiungono le scuole.', ""In questo modo i ragazzi, non solo sarebbero messi nella condizione di crescere personalmente ma il traffico si limiterebbe visto che proprio con la ripresa della scuola è aumentato in maniera esponenziale con l'aumento del pericolo, dello smog, dello stress etc.""]"
1556,873,"Mia moglie e mia figlia, in quello che ho bisogno",sancireX10,Come descriverebbe il coadiuvo che un paziente oncologico può ricevere post-operazione?,descrizione,"['Mia moglie e mia figlia, in quello che ho bisogno']"
1557,6180,"Sono stato in rianimazione. Avevo confuso i sintomi e sono arrivato all’ultimo stadio. Ho affidato il mio corpo completamente nelle mani dei medici. Potevo muovere solo gli occhi. Ero a un passo dalla fine. Qualcuno mi ha trasmesso il virus, probabilmente mentre ero al supermercato. Purtroppo, una laringite ha falsificato i sintomi. Avevo la febbre alta, non stavo bene. Ho comprato un pulsometro per misurare l’ossigenazione del sangue. Una mattina ho sentito maggiore difficoltà nel respiro e dopo poche ore l’ossigenazione era crollata. Sono corso in ospedale. Mi hanno tolto tutto, anche la fede nuziale. Ho pensato che sarebbe stata l’ultima cosa che avrebbero avuto le mie figlie e mia moglie. Non avrebbero potuto piangere neanche il corpo. Ho attaccato il virus a mia moglie, la più grave anche se non è stata ricoverata e alle tre mie figlie: la più piccola asintomatica, la seconda con mancanza di gusto e olfatto, la più grande con febbre alta. Adesso tutto è più bello, sono felice. Ogni respiro è più bello.",descrizioneX111+implicazioneX7+descrizioneX39+giudizioX12,Come l’utente della comunità online narra la patologia del covid-19 sul suo profilo? ,descrizione,"['Sono stato in rianimazione. Avevo confuso i sintomi e sono arrivato all’ultimo stadio. Ho affidato il mio corpo completamente nelle mani dei medici. Potevo muovere solo gli occhi. Ero a un passo dalla fine. Qualcuno mi ha trasmesso il virus, probabilmente mentre ero al supermercato. Purtroppo, una laringite ha falsificato i sintomi. Avevo la febbre alta, non stavo bene. Ho comprato un pulsometro per misurare l’ossigenazione del sangue. Una mattina ho sentito maggiore difficoltà nel respiro e dopo poche ore l’ossigenazione era crollata. Sono corso in ospedale. Mi hanno tolto tutto, anche la fede nuziale. Ho pensato che sarebbe stata l’ultima cosa che avrebbero avuto le mie figlie e mia moglie.', 'Non avrebbero potuto piangere neanche il corpo. ', 'Ho attaccato il virus a mia moglie, la più grave anche se non è stata ricoverata e alle tre mie figlie: la più piccola asintomatica, la seconda con mancanza di gusto e olfatto, la più grande con febbre alta. ', 'Adesso tutto è più bello, sono felice. Ogni respiro è più bello.']"
1558,461,"Oddio, questa domanda è, diciamo così, è abbastanza simile a quella precedente, è abbastanza simile a quella precedente, però dico, le persone che non hanno fatto questa esperienza potrebbero rilevare delle implicazioni sui genitori legate alle condizioni cardiache, oddio, non so, non saprei rispondere bene a questa domanda, perché chi l’ha provata è un discorso, chi non l’ha provata come fa a sapere, non lo può assolutamente sapere, non lo può sapere, magari chi l’ha provata potrebbe spiegarla a chi non l’ha provata per fargli capire che, sì, è un’esperienza che, sì, purtroppo non la vorremmo, uno non vorrebbe mai augurarla a nessuno, perché è sempre un’esperienza che purtroppo crea dei disagi, crea, purtroppo, sì, eh, qua non, mi fermo qua perché non saprei cosa dire altro.",sancireX72+commentoX55,Come descriverebbe una persona che ha fatto esperienza di una cardiopatia congenita?,descrizione,"['Oddio, questa domanda è, diciamo così, è abbastanza simile a quella precedente, è abbastanza simile a quella precedente, però dico, le persone che non hanno fatto questa esperienza potrebbero rilevare delle IMPLICAZIONE sui genitori legate alle condizioni cardiache, oddio, non so, non saprei rispondere bene a questa domanda, perché chi l’ha provata è un discorso, chi non l’ha provata come fa a sapere, non lo può assolutamente sapere, non lo può sapere,', 'magari chi l’ha provata potrebbe spiegarla a chi non l’ha provata per fargli capire che, sì, è un’esperienza che, sì, purtroppo non la vorremmo, uno non vorrebbe mai augurarla a nessuno, perché è sempre un’esperienza che purtroppo crea dei disagi, crea, purtroppo, sì, eh, qua non, mi fermo qua perché non saprei cosa dire altro.']"
1559,758,"Molto semplicemente ritengo che siano tutti cardiopatici e non attaccati ad un esile filo che è la macchina uomo, complessa, incredibile ma purtroppo estremamente fragile. Cerchiamo di infondere in questi soggetti la vera convinzione di giocarsi la vita come un qualsiasi altro essere umano. Sì sicuramente non sarà sempre un percorso in salita ma sono sicuro che per tutti deve essere vissuto implicazioni o no.",commentoX25+dichiarazione_intentiX40,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,"['Molto semplicemente ritengo che siano tutti cardiopatici e non attaccati ad un esile filo che è la macchina uomo, complessa, incredibile ma purtroppo estremamente fragile.', 'Cerchiamo di infondere in questi soggetti la vera convinzione di giocarsi la vita come un qualsiasi altro essere umano. Sì sicuramente non sarà sempre un percorso in salita ma sono sicuro che per tutti deve essere vissuto IMPLICAZIONE o no.']"
1560,4329,"una persona con diagnosi di depressione è un soggetto costantemente triste, prova angoscia, disperazione con sensi di colpa ed è eccessivamente autocritico. Ha pensieri negativi è facile al pianto e se grave probabile anche pensieri suicidi. Il soggetto è incapace di trarre soddisfazione da qualsiasi attività quotidiana  con difficoltà a concentrarsi e a prendere decisioni, evita anche le relazioni sociali.",sancireX60,Come descriverebbe una persona con diagnosi di depressione?,descrizione,"['una persona con diagnosi di depressione è un soggetto costantemente triste, prova angoscia, disperazione con sensi di colpa ed è eccessivamente autocritico. Ha pensieri negativi è facile al pianto e se grave probabile anche pensieri suicidi. Il soggetto è incapace di trarre soddisfazione da qualsiasi attività quotidiana con difficoltà a concentrarsi e a prendere decisioni, evita anche le relazioni sociali.']"
