TESTO DELLA DOMANDA,REPERTORIO DELLA DOMANDA,STRALCIO,DENOMINAZIONE SENIOR,DENOMINAZIONE JUNIOR
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,equivalendo le parti ad educazione_italiana,GENERALIZZAZIONE,GENERALIZZAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,introdurli alla nostra cultura,GENERALIZZAZIONE,GENERALIZZAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,educando gli stranieri alla nostra cultura e trovare un punto d' incontro,DESCRIZIONE,PROPOSTA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"promuovere attività culturali, corsi_scolastici, attività_sportive e lavoro",DESCRIZIONE,PROPOSTA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,promuovere culturali,GENERALIZZAZIONE,GENERALIZZAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,aumentando per persona l' accesso ai benefici pur non essendo residenti in italia,DESCRIZIONE,PROPOSTA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,secondo_me una cosa buona sarebbe mettere una mensa a loro disponibile,OPINIONE,OPINIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,in_quanto_ i pasti italiani non_sono molto desiderati.,GIUSTIFICAZIONE,GIUSTIFICAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,mettere a loro disposizione una funzione religiosa adatta a loro,DESCRIZIONE,PROPOSTA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,2 carceri separati,GENERALIZZAZIONE,GENERALIZZAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"sezioni differenziate per religioni, modi_di_vita, cultura eccetera",DESCRIZIONE,PROPOSTA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,il lavoro,GENERALIZZAZIONE,GENERALIZZAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,perché non valutano ogni soggetto è solo un casino in_ogni istituto,COMMENTO,COMMENTO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,facilitando lo scambio_culturale attraverso iniziative che io non_ho mai visto,COMMENTO,COMMENTO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,penso quasi nessuna,OPINIONE,OPINIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,il lavoro interno ed esterno,GENERALIZZAZIONE,GENERALIZZAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,nulla,sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,io penso_che non dovrebbe stare tutta l' erba in una sola canna ma dividerla in_più_di una,sancire,OPINIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,cioè stare distaccati,SPECIFICAZIONE,SPECIFICAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,niente perché fanno di un' erba un fascio,GIUSTIFICAZIONE,GIUSTIFICAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,come detto prima dovrebbero_essere in istituti solo per stranieri,CONFERMA,CONFERMA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"sport 
corsi educativi 
proiezioni di film e documentari 
",DESCRIZIONE,PROPOSTA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,con successivi confronti di opinione,SPECIFICAZIONE,SPECIFICAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,socializzare di_più,GENERALIZZAZIONE,GENERALIZZAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,riunioni,GENERALIZZAZIONE,GENERALIZZAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,riunioni,GENERALIZZAZIONE,GENERALIZZAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,nessuna,sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,nessuna,sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,nessuna,sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,molti lavoranti stranieri,NON RISPOSTA,NON RISPOSTA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,nessuna,sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"nessuna,",sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,bisognerebbe fare dei settori distinti,GENERALIZZAZIONE,GENERALIZZAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,parità tra i due,GENERALIZZAZIONE,GENERALIZZAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,una buona campagna educativa del problema da_parte_dello stato,GIUDIZIO,GIUDIZIO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,l' educazione esterna,GENERALIZZAZIONE,GENERALIZZAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,dare più opportunità all_interno_dei carceri farci socializzare.,GENERALIZZAZIONE,GENERALIZZAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,più conoscenza dell' altrui religione e cultura e più spazi da condividere,GIUDIZIO,PROPOSTA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,come ho già detto ci_sono_persone speciali straniere così_come ci sono italiane razziste,COMMENTO,COMMENTO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"perché ciò avvenga in un sistema carcerario deve esserci un maggior scambio di culture, ripeto, sostenuto da assistenti e psicologi",COMMENTO,COMMENTO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,più attività,GENERALIZZAZIONE,GENERALIZZAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,la cella divisa con una straniera è un po’ po’ problematica per la difficoltà di comunicazione e intaressi troppo diversi,COMMENTO,COMMENTO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"questo si dovrebbe evitare,",GENERALIZZAZIONE,GENERALIZZAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,però la mancanza di una sala di ricreazione è un impedimento alle detenute di socializzare in_modo migliore,GIUSTIFICAZIONE,GIUSTIFICAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,no,NON RISPOSTA,NON RISPOSTA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,persone disposte a seguire le straniere per_motivi_di lingua e altro,DESCRIZIONE,DESCRIZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,non_è_possibile nulla,sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,non_si può fare niente perché ognuno la pensa molto diversa,GIUSTIFICAZIONE,GIUSTIFICAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"incontri dove ognuno può raccontare la propria cultura e confrontarla con quella ""diversa"" dalla sua!!",GIUDIZIO,GIUDIZIO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,è a discrezione di ogni singolo detenuto avere la tolleranza e la sensibilità per adattarsi e cercare di_rispettare,COMMENTO,COMMENTO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"più considerazione e pazienza da_parte_del personale "" agenti """,GIUDIZIO,GIUDIZIO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,non ne trovo nessuna,sancire,NON RISPOSTA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,no_perché non_è_possibile niente,sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,no_perché sono razziste contro noi,GIUSTIFICAZIONE,GIUSTIFICAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,no per_me non_è_possibile,OPINIONE,OPINIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,no per_me non_è_possibile,OPINIONE,OPINIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,una cultura che cinicamente affermo se non proviene dall' educazione ricevuta dalla vita fuori è impossibile,GIUDIZIO,GIUDIZIO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,o per_lo_meno difficile acquisire qui in_carcere,GENERALIZZAZIONE,GENERALIZZAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,per abitudine a comunicare e a condividere le esperienze superando naturalmente le barriere linguistiche,RIFERIMENTO ALL'OBIETTIVO,DESCRIZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,loro da_una_parte e noi da un' altra nessuna iniziativa,sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"scambi culturali, lavori comuni",DESCRIZIONE,DESCRIZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"l' aumento di posti_di_lavoro, per la maggior parte delle_volte che ci sono risse tra di noi e per_motivi legati alla_mancanza_dei loro bisogni che chiedono in_maniera violenta ed aggressiva",GIUDIZIO,GIUDIZIO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,sono spiazzato su questa domanda,COMMENTO,COMMENTO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,io penso_che più passano gli anni e più si andrà d_accordo tra razze diverse io penso_che al confronto negli_anni_passati si stia facendo il possibile per la pari integrazione,OPINIONE,OPINIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,pochissime anzi nessuna,sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"strutture più luminose e decorose,",GIUDIZIO,GIUDIZIO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,progetti di lavoro comune e in condivisione.,DESCRIZIONE,DESCRIZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,l' ozio è la tomba dell' integrazione perché porta miseria eintollersbilità/diversità,COMMENTO,COMMENTO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,dividere le sezioni per limitare i danni,RIFERIMENTO ALL'OBIETTIVO,RIFERIMENTO ALL'OBIETTIVO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,essere più umani,GIUDIZIO,GIUDIZIO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,per_me non cisono nessun iniziativa perché non_si arriverebbe a niente quindi_non_ho idee,OPINIONE,OPINIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"che per tenerli calmi, gli fanno fare un po’ po’ come gli pare",COMMENTO,COMMENTO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,sicuramente il teatro e tutto_ciò che può facilitare il coinvolgimento delle culture diverse,GENERALIZZAZIONE,GENERALIZZAZIONE
