,Unnamed: 0,Question,Qrep,Answer,Rep,Skill,Dataset,p,MacroCat,text,label,label2
10070,10073,"Si immagini che nel quartiere in cui abita venga aperta una nuova struttura universitaria composta da aule studio e didattiche per gli studenti, laboratori, uffici amministrativi e studi dei docenti. Come descriverebbe la convivenza all’interno del quartiere tra gli abitanti di quella zona e la popolazione universitaria che usufruisce della nuova struttura indicata?",anticipazione,In generale è sempre positiva.,giudizio,S,PP,"('red', 3, 1)",red,In generale è sempre positiva.,red,giudizio
10071,10074,"Si immagini che nel quartiere in cui abita venga aperta una nuova struttura universitaria composta da aule studio e didattiche per gli studenti, laboratori, uffici amministrativi e studi dei docenti. Come descriverebbe la convivenza all’interno del quartiere tra gli abitanti di quella zona e la popolazione universitaria che usufruisce della nuova struttura indicata?",anticipazione,Quello che i cittadini lamentano sono le regole di base che gli studenti sembrano non conoscere.,descrizione,S,PP,"('green', 0, 1)",green,Quello che i cittadini lamentano sono le regole di base che gli studenti sembrano non conoscere.,green,descrizione
10079,10082,"Si immagini che nel quartiere in cui abita venga aperta una nuova struttura universitaria composta da aule studio e didattiche per gli studenti, laboratori, uffici amministrativi e studi dei docenti. Come descriverebbe la convivenza all’interno del quartiere tra gli abitanti di quella zona e la popolazione universitaria che usufruisce della nuova struttura indicata?",anticipazione,La riterrei una cosa positiva.,giudizio,S,PP,"('red', 3, 1)",red,La riterrei una cosa positiva.,red,giudizio
10083,10086,"Si immagini che nel quartiere in cui abita venga aperta una nuova struttura universitaria composta da aule studio e didattiche per gli studenti, laboratori, uffici amministrativi e studi dei docenti. Come descriverebbe la convivenza all’interno del quartiere tra gli abitanti di quella zona e la popolazione universitaria che usufruisce della nuova struttura indicata?",anticipazione,Buona,giudizio,S,PP,"('red', 3, 1)",red,Buona,red,giudizio
10085,10088,"Si immagini che nel quartiere in cui abita venga aperta una nuova struttura universitaria composta da aule studio e didattiche per gli studenti, laboratori, uffici amministrativi e studi dei docenti. Come descriverebbe la convivenza all’interno del quartiere tra gli abitanti di quella zona e la popolazione universitaria che usufruisce della nuova struttura indicata?",anticipazione,Buona convivenza,giudizio,S,PP,"('red', 3, 1)",red,Buona convivenza,red,giudizio
10086,10089,"Si immagini che nel quartiere in cui abita venga aperta una nuova struttura universitaria composta da aule studio e didattiche per gli studenti, laboratori, uffici amministrativi e studi dei docenti. Come descriverebbe la convivenza all’interno del quartiere tra gli abitanti di quella zona e la popolazione universitaria che usufruisce della nuova struttura indicata?",anticipazione,Sarebbe un'ottima cosa.,giudizio,S,PP,"('red', 3, 1)",red,Sarebbe un'ottima cosa.,red,giudizio
10089,10092,"Si immagini che nel quartiere in cui abita venga aperta una nuova struttura universitaria composta da aule studio e didattiche per gli studenti, laboratori, uffici amministrativi e studi dei docenti. Come descriverebbe la convivenza all’interno del quartiere tra gli abitanti di quella zona e la popolazione universitaria che usufruisce della nuova struttura indicata?",anticipazione,Cortese,giudizio,S,PP,"('red', 3, 1)",red,Cortese,red,giudizio
10090,10093,"Si immagini che nel quartiere in cui abita venga aperta una nuova struttura universitaria composta da aule studio e didattiche per gli studenti, laboratori, uffici amministrativi e studi dei docenti. Come descriverebbe la convivenza all’interno del quartiere tra gli abitanti di quella zona e la popolazione universitaria che usufruisce della nuova struttura indicata?",anticipazione,Perfetto.,giudizio,S,PP,"('red', 3, 1)",red,Perfetto.,red,giudizio
10092,10095,"Si immagini che nel quartiere in cui abita venga aperta una nuova struttura universitaria composta da aule studio e didattiche per gli studenti, laboratori, uffici amministrativi e studi dei docenti. Come descriverebbe la convivenza all’interno del quartiere tra gli abitanti di quella zona e la popolazione universitaria che usufruisce della nuova struttura indicata?",anticipazione,Ottima,giudizio,S,PP,"('red', 3, 1)",red,Ottima,red,giudizio
10098,10101,"Si immagini che nel quartiere in cui abita venga aperta una nuova struttura universitaria composta da aule studio e didattiche per gli studenti, laboratori, uffici amministrativi e studi dei docenti. Come descriverebbe la convivenza all’interno del quartiere tra gli abitanti di quella zona e la popolazione universitaria che usufruisce della nuova struttura indicata?",anticipazione,"Il negozio in cui lavoro io, trovandosi vicino al centro e alla stazione, ha già diversi studenti che si aggirano,",descrizione,S,PP,"('green', 0, 1)",green,"Il negozio in cui lavoro io, trovandosi vicino al centro e alla stazione, ha già diversi studenti che si aggirano,",green,descrizione
10099,10102,"Si immagini che nel quartiere in cui abita venga aperta una nuova struttura universitaria composta da aule studio e didattiche per gli studenti, laboratori, uffici amministrativi e studi dei docenti. Come descriverebbe la convivenza all’interno del quartiere tra gli abitanti di quella zona e la popolazione universitaria che usufruisce della nuova struttura indicata?",anticipazione,"il rapporto tra studenti e abitanti non è austico ma bensì pacifico, anche se la zona non è delle migliori.",giudizio,S,PP,"('red', 3, 1)",red,"il rapporto tra studenti e abitanti non è austico ma bensì pacifico, anche se la zona non è delle migliori.",red,giudizio
10106,10109,"Si immagini che nel quartiere in cui abita venga aperta una nuova struttura universitaria composta da aule studio e didattiche per gli studenti, laboratori, uffici amministrativi e studi dei docenti. Come descriverebbe la convivenza all’interno del quartiere tra gli abitanti di quella zona e la popolazione universitaria che usufruisce della nuova struttura indicata?",anticipazione,sarebbe una cosa positiva,giudizio,S,PP,"('red', 3, 1)",red,sarebbe una cosa positiva,red,giudizio
10108,10111,"Si immagini che nel quartiere in cui abita venga aperta una nuova struttura universitaria composta da aule studio e didattiche per gli studenti, laboratori, uffici amministrativi e studi dei docenti. Come descriverebbe la convivenza all’interno del quartiere tra gli abitanti di quella zona e la popolazione universitaria che usufruisce della nuova struttura indicata?",anticipazione,la convivenza tra studenti e abitanti è positiva,giudizio,S,PP,"('red', 3, 1)",red,la convivenza tra studenti e abitanti è positiva,red,giudizio
10113,10116,"Si immagini che nel quartiere in cui abita venga aperta una nuova struttura universitaria composta da aule studio e didattiche per gli studenti, laboratori, uffici amministrativi e studi dei docenti. Come descriverebbe la convivenza all’interno del quartiere tra gli abitanti di quella zona e la popolazione universitaria che usufruisce della nuova struttura indicata?",anticipazione,Positiva,giudizio,S,PP,"('red', 3, 1)",red,Positiva,red,giudizio
10115,10118,"Si immagini che nel quartiere in cui abita venga aperta una nuova struttura universitaria composta da aule studio e didattiche per gli studenti, laboratori, uffici amministrativi e studi dei docenti. Come descriverebbe la convivenza all’interno del quartiere tra gli abitanti di quella zona e la popolazione universitaria che usufruisce della nuova struttura indicata?",anticipazione,Buona e collaborativa,giudizio,S,PP,"('red', 3, 1)",red,Buona e collaborativa,red,giudizio
10119,10122,"Si immagini che nel quartiere in cui abita venga aperta una nuova struttura universitaria composta da aule studio e didattiche per gli studenti, laboratori, uffici amministrativi e studi dei docenti. Come descriverebbe la convivenza all’interno del quartiere tra gli abitanti di quella zona e la popolazione universitaria che usufruisce della nuova struttura indicata?",anticipazione,Il quartiere accoglie positivamente la componente universitaria,giudizio,S,PP,"('red', 3, 1)",red,Il quartiere accoglie positivamente la componente universitaria,red,giudizio
10122,10125,"Si immagini che nel quartiere in cui abita venga aperta una nuova struttura universitaria composta da aule studio e didattiche per gli studenti, laboratori, uffici amministrativi e studi dei docenti. Come descriverebbe la convivenza all’interno del quartiere tra gli abitanti di quella zona e la popolazione universitaria che usufruisce della nuova struttura indicata?",anticipazione,è un processo che sicuramente va accompagnato per evitare la paura di invasione,descrizione,S,PP,"('green', 0, 1)",green,è un processo che sicuramente va accompagnato per evitare la paura di invasione,green,descrizione
10179,10182,"""A. Quali considera essere gli aspetti critici che potrebbero esserci tra l’Università e la città di Padova?
 B. Rispetto alla domanda precedente, in base a quali criteri/elementi li considera aspetti critici?""",descrizione,Anche su questi aspetti molte lamentele di cittadini,descrizione,S,PP,"('green', 0, 1)",green,Anche su questi aspetti molte lamentele di cittadini,green,descrizione
10182,10185,"""A. Quali considera essere gli aspetti critici che potrebbero esserci tra l’Università e la città di Padova?
 B. Rispetto alla domanda precedente, in base a quali criteri/elementi li considera aspetti critici?""",descrizione,In base a quanto i residenti hanno protestato (giornali e social),descrizione,S,PP,"('green', 0, 1)",green,In base a quanto i residenti hanno protestato (giornali e social),green,descrizione
10189,10192,"Come descriverebbe il contributo che la città di Padova può offrire alla gestione degli aspetti critici da lei posti? Descriva il contributo che possono offrire ognuno di questi ruoli: cittadini, servizi, imprese, amministrazione locale.",descrizione,"- Ingressi gratuiti ai musei di Padova e provincia
- cinema
- mezi pubblici
- ticket per i supermercati",descrizione,S,PP,"('green', 0, 1)",green,"- Ingressi gratuiti ai musei di Padova e provincia
- cinema
- mezi pubblici
- ticket per i supermercati",green,descrizione
10191,10194,"Come descriverebbe il contributo che la città di Padova può offrire alla gestione degli aspetti critici da lei posti? Descriva il contributo che possono offrire ognuno di questi ruoli: cittadini, servizi, imprese, amministrazione locale.",descrizione,fornendo supporto sia economico e di spazi in cui implementare tali progetti,descrizione,S,PP,"('green', 0, 1)",green,fornendo supporto sia economico e di spazi in cui implementare tali progetti,green,descrizione
10192,10195,"Come descriverebbe il contributo che la città di Padova può offrire alla gestione degli aspetti critici da lei posti? Descriva il contributo che possono offrire ognuno di questi ruoli: cittadini, servizi, imprese, amministrazione locale.",descrizione,Segnalare gli aspetti critici,descrizione,S,PP,"('green', 0, 1)",green,Segnalare gli aspetti critici,green,descrizione
10195,10198,"Come descriverebbe il contributo che la città di Padova può offrire alla gestione degli aspetti critici da lei posti? Descriva il contributo che possono offrire ognuno di questi ruoli: cittadini, servizi, imprese, amministrazione locale.",descrizione,Oggi come oggi Padova è una città in declino senza fine.,giudizio,S,PP,"('red', 3, 1)",red,Oggi come oggi Padova è una città in declino senza fine.,red,giudizio
10202,10205,"Come descriverebbe il contributo che la città di Padova può offrire alla gestione degli aspetti critici da lei posti? Descriva il contributo che possono offrire ognuno di questi ruoli: cittadini, servizi, imprese, amministrazione locale.",descrizione,Cittadini: maggiore fusione con ambienti universitari.,giudizio,S,PP,"('red', 3, 1)",red,Cittadini: maggiore fusione con ambienti universitari.,red,giudizio
10233,10236,"Come descriverebbe il contributo che la città di Padova può offrire alla gestione degli aspetti critici da lei posti? Descriva il contributo che possono offrire ognuno di questi ruoli: cittadini, servizi, imprese, amministrazione locale.",descrizione,"- cittadini più aperti e tolleranti, - servizi più adatti alle esigenze di gruppi di abitanti distinti per età, provenienza etc, - imprese e amministrazione locale più attente allo sviluppo e/o alle potenzialità del territorio",giudizio,S,PP,"('red', 3, 1)",red,"- cittadini più aperti e tolleranti, - servizi più adatti alle esigenze di gruppi di abitanti distinti per età, provenienza etc, - imprese e amministrazione locale più attente allo sviluppo e/o alle potenzialità del territorio",red,giudizio
