,TESTO DELLA DOMANDA,TESTO,DIVISIONE STRALCI SENIOR,DENOMINAZIONE
5423,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","non_esistono momenti_di_formazione mista. la parola sicurezza avvolge tutto. all_inizio e durante il proprio lavoro non_esistono incontri con il 
direttore e il comandante che chiariscano regolamento, prassi, 
comportamenti o ascoltino richiesta e riflessioni 
",,DESCRIZIONE
5424,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","i mezzi sono sempre_piu poveri e gli obiettivi giustamente sempre_piu 
grandiosi 
",,COMMENTO
5425,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","manca ancora un' adeguata qualificazione professionale del_ruolo e sull' 
effettiva gestione della popolazione straniera detenuta 
",,DESCRIZIONE
5426,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","si spende troppo tempo ad inseguire un' organizzazione del lavoro a_volte irrazionale e ci si trova soli senza le risorse essenziali a perseguire i fini istituzionali. non_vi_sono figure che istituzionalmente curano la 
formazione aggiornata e calata nella realta in cui si opera
",,COMMENTO
5427,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",,,DESCRIZIONE
5428,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","perche l' amministrazione deve attivare corsi_di_agiornamento periodici, 
fornire sempreconoscenze maggiori e piu approfondite 
per_poter_svolgere al_meglio il ruolo che siamo chiamati a svolgere 
",,SANCIRE LA REALTÀ
5429,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","l' amministrazione penitenziaria non spende per_il_trattamento e la cura 
psicologica 
",,DESCRIZIONE
5430,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","per motivi apparentemente numerici, spesso i corsi sarebbero utili e formativi ma_spesso_si e chiamati a investire ruoli che non corrispondono al profilo professionale per la mancanza di profili necessariamente sottoposti ai_corsi ",,DESCRIZIONE
5431,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",,,CONTRAPPOSIZIONE
5432,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","percepisco: disorganizzazione, improvvisazione, pressapochismo, proposte formative ripetitive e pedissequamente improntate all' organizzazione del lavoro in un' azienda. lo stato un' azienda non e! ",,OPINIONE
5433,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",,,COMMENTO
5434,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",molto spesso i percorsi di riqualificazione del_ruolo e di aggiornamento cadono dall_alto e non_sono condivisi con il personale. troppo spesso_si parla di normativa ma poco viene_fatto per insegnare l' applicazione pratica di queste. la realta in cui lavoriamo e intrinseca di contraddizioni ,,DESCRIZIONE
5435,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",,,COMMENTO
5436,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","assoluta mancanza di una adeguata formazione_professionale che fornisca 
maggiore competenza tecnica rispetto_al ruolo 
",,SPECIFICAZIONE
5437,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","spesso e volentieri si ha l_impressione_che si facciano le cose tanto_per 
farle e non per i risultati che si potrebbero ottenere!! 
",,COMMENTO
5438,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","non_vengono_fatti corsi_di_aggiornamento per personale sanitario 
convenzionato quali gli psichiatri, ne programmi di integrazione tra le 
diverse aree 
",,DESCRIZIONE
5439,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","sono_state messe in_atto negli_ultimi_anni diverse 
attivita_formative_specifiche per_il_ruolo che occupo 
",,DESCRIZIONE
5440,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","non effettuano corsi_di_aggiornamento, siamo abbandonati all' espletamento di_servizio d' istituto, non_vi_sono assolutamente altre occasioni
",,DESCRIZIONE
5441,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",,,CONFERMA
5442,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",,,SANCIRE LA REALTÀ
5443,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",non ci sono iniziative proposte dal_ministero della giustizia e quindi dall' amministrazione penitanziaria per promuovere le nostre_competenze,,SANCIRE LA REALTÀ
5444,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","mancano_corsi_di_aggiornamento specifici, agenti e operatori sono sottonumero insufficienti strutture non_sempre in_grado_di ospitare e gestire tossicodipendenti e sieropositivi 
",,DESCRIZIONE
5445,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",,,COMMENTO
5446,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",vari corsi_di_formazione e aggiornamento,,GENERALIZZAZIONE
5447,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",vari corsi_di_formazione ed aggiornamento,,GENERALIZZAZIONE
5448,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","gli incontri ed i seminari con gli operatori di altri settori del carcere 
(medici, psicologi, educatori, comandanti, eccetera eccetera eccetera) che 
aiutano i docenti a comprendere meglio la realta in cui operano 
",,DESCRIZIONE
5449,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","perche vengono fatti pochissimi e rari_corsi_di_aggiornamento del 
personale e quei pochi non_vengono_fatti da_tutti. 
",,DESCRIZIONE
5450,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","in_quanto_ l' amministrazione pensa solamente ai ristretti e non a chi vi 
opera. 
",,COMMENTO
5451,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","vi sono normative e decreti legge che tendono alla rieducazione e al 
reiserimento di soggetti non rispettosi della legge 
",,COMMENTO
5452,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",disorganicita mancanza di collegamento tra i vari servizi,,DESCRIZIONE
5453,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","l' amministrazione penitenziaria non mi gestisce. dipendo da un' altra 
amministrazione che collabora con l' amministrazione penitenziaria 
",,COMMENTO
5454,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","sono_stati_fatti dall' amministrazione penitenziaria incontri di 
chiarimento circa il comportamento da tenere con i detenuti 
",,DESCRIZIONE
5455,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","ci permette di operare in_modo libero, lasciandoci scegliere a_noi 
insegnanti i criteri di inserimento a scuola 
",,COMMENTO
5456,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","continuo confronto e discussione dei casi con i colleghi 
momenti_di_formazione e corsi 
database e archivi informatici per l' elaborazione di statistiche sull' 
efficacia degli interventi 
",,DESCRIZIONE
5457,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","ad_esempio di ha dato l' autorizzazione ad uscire e visitare una stazione 
elettrica con gli studenti dell' alta sicurezza mettendo in_essere tutte le 
azioni atte a consentirlo, anche in_termini_di sicurezza 
",,GENERALIZZAZIONE
5458,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","annualmente viene organizzato_un_corso_di_aggiornamento che prevede 
incontri con la direzione del carcere, col comandante, il criminologo e gli 
operatori sanitari 
",,DESCRIZIONE
5459,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","ritengo che la scuola sia ritenuta marginale come servizio 
all_interno_della struttura, soprattutto dagli agenti 
",,OPINIONE
5460,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","accurati corsi_di_formazione e specifici corsi_di_aggiornamento 
finalizzati a formare personale in_grado_di sviluppare specifiche 
competenze che il ruolo richiede 
",,DESCRIZIONE
5461,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","non_sono_organizzate_attivita in_tal_senso per permettere di_conoscere 
la realta in cui operiamo 
",,RIFERIMENTO ALL'OBIETTIVO
5462,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","molto raramente noi insegnanti veniamo interpellati sul comportamento 
dei detenuti in classe. ad ogni quadrimestre comunichiamo agli educatori 
la frequenza e quindi le assenze, l' impegno in classe ed il comportamento 
dei detenuti. tutto qui 
",,COMMENTO
5463,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",mancanza di informazione mediante corsi_di_aggiornamento.,,DESCRIZIONE
5464,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","la risposta viene dal_fatto_che le esperienze di_cui sono a_conoscenza, 
viene dalla mia volonta di_conoscere, e dall' esperienza fatta in 
tutti_gli_anni di_lavoro, anche perche l' amministrazione si interessa poco 
su_tutto. 
",,COMMENTO
