,TESTO DELLA DOMANDA,TESTO,DIVISIONE STRALCIO JUNIOR,DENOMINAZIONE
7680,Come ti descriverai una volta uscito dal carcere?,"il carcere non_mi_cambiata ,  ma una_volta_uscita vorrei avere_una_vita più tranquilla_e_serena .","il carcere non_mi_cambiata ,",SANCIRE
7681,Come ti descriverai una volta uscito dal carcere?,, ma una_volta_uscita vorrei avere_una_vita più tranquilla_e_serena .,RIFERIMENTO ALL'OBIETTIVO
7682,Come ti descriverai una volta uscito dal carcere?,io non_cambiata . quello che mi auguro è di_avere tranquilla e di_non finire mai_più in_questo_posto .,io non_cambiata .,GIUDIZIO
7683,Come ti descriverai una volta uscito dal carcere?,,quello che mi auguro è di_avere tranquilla e di_non finire mai_più in_questo_posto .,RIFERIMENTO ALL'OBIETTIVO
7684,Come ti descriverai una volta uscito dal carcere?,descrivo_me_stesso che sono colpevole davanti_alla legge,descrivo_me_stesso che sono colpevole davanti_alla legge,DESCRIZIONE
7685,Come ti descriverai una volta uscito dal carcere?,tranquillo psicologicamente con la speranza che sia l' ultima_volta,tranquillo psicologicamente con la speranza che sia l' ultima_volta,GIUDIZIO
7686,Come ti descriverai una volta uscito dal carcere?,una_persona rinata,una_persona rinata,GIUDIZIO
7687,Come ti descriverai una volta uscito dal carcere?,felice,felice,GIUDIZIO
7688,Come ti descriverai una volta uscito dal carcere?,bene,bene,GENERALIZZAZIONE
7689,Come ti descriverai una volta uscito dal carcere?,"silenziosa , chiusa , cauta","silenziosa , chiusa , cauta",GIUDIZIO
7690,Come ti descriverai una volta uscito dal carcere?,un neonato come_prima,un neonato come_prima,GENERALIZZAZIONE
7691,Come ti descriverai una volta uscito dal carcere?,"una_domanda banale , con posa ti po' cambiare il carcere ?","una_domanda banale , con posa ti po' cambiare il carcere ?",NON RISPOSTA
7692,Come ti descriverai una volta uscito dal carcere?,una_persona .,una_persona .,GENERALIZZAZIONE
7693,Come ti descriverai una volta uscito dal carcere?,felice,felice,GIUDIZIO
7694,Come ti descriverai una volta uscito dal carcere?,"sarò un_uomo felice raggiungendo la mia_famiglia , e potrei mantenerla","sarò un_uomo felice raggiungendo la mia_famiglia , e potrei mantenerla",DICHIARAZIONE DI INTENTI
7695,Come ti descriverai una volta uscito dal carcere?,"fatto a_pezzi , semidistrutto , cattivo","fatto a_pezzi , semidistrutto , cattivo",GIUDIZIO
7696,Come ti descriverai una volta uscito dal carcere?,"in_nessun_modo , uguale come_prima viste le condizioni_di_vita . senza_documenti e senza_lavoro","in_nessun_modo , ",COMMENTO
7697,Come ti descriverai una volta uscito dal carcere?,,uguale come_prima viste le condizioni_di_vita . senza_documenti e senza_lavoro,VALUTAZIONE
7698,Come ti descriverai una volta uscito dal carcere?,come_una_persona con un_altra mentalità,come_una_persona con un_altra mentalità,DESCRIZIONE
7699,Come ti descriverai una volta uscito dal carcere?,"una_persona con molta voglia di_andare avanti , lottando per il suo benessere .","una_persona con molta voglia di_andare avanti , lottando per il suo benessere .",RIFERIMENTO ALL'OBIETTIVO
7700,Come ti descriverai una volta uscito dal carcere?,una_persona,una_persona,GENERALIZZAZIONE
7701,Come ti descriverai una volta uscito dal carcere?,"attiva , libera , lavoratrice","attiva , libera , lavoratrice",GIUDIZIO
7702,Come ti descriverai una volta uscito dal carcere?,"sarò come_ero_prima_di_entrare in_questo_posto , una_persona buona , una madre amorosa , lavoratrice e con tanta fede e coraggio per farsi un_futuro migliore","sarò come_ero_prima_di_entrare in_questo_posto , una_persona buona , una madre amorosa , lavoratrice ",GIUDIZIO
7703,Come ti descriverai una volta uscito dal carcere?,,e con tanta fede e coraggio per farsi un_futuro migliore,RIFERIMENTO ALL'OBIETTIVO
7704,Come ti descriverai una volta uscito dal carcere?,penso_di_lavorare e studiare per migliorare la situazione di tutta la mia_famiglia,penso_di_lavorare e studiare per migliorare la situazione di tutta la mia_famiglia,RIFERIMENTO ALL'OBIETTIVO
7705,Come ti descriverai una volta uscito dal carcere?,libera,libera,GIUDIZIO
7706,Come ti descriverai una volta uscito dal carcere?,che ho_fatto un_esperienza perché_non ero mai stata in_carcere e penso_che_non porterò più droga per lavoro,che ho_fatto un_esperienza perché_non ero mai stata in_carcere ,DESCRIZIONE
7707,Come ti descriverai una volta uscito dal carcere?,,e penso_che_non porterò più droga per lavoro,OPINIONE
7708,Come ti descriverai una volta uscito dal carcere?,con molta esperienza dopo essere stata in_carcere,con molta esperienza dopo essere stata in_carcere,GIUDIZIO
7709,Come ti descriverai una volta uscito dal carcere?,contenta,contenta,GIUDIZIO
7710,Come ti descriverai una volta uscito dal carcere?,contenta,contenta,GIUDIZIO
7711,Come ti descriverai una volta uscito dal carcere?,mi vedrò in_paradiso,mi vedrò in_paradiso,GENERALIZZAZIONE
7712,Come ti descriverai una volta uscito dal carcere?,"sono un_altra , però felice di avere vicino_mia_famiglia","sono un_altra , però felice di avere vicino_mia_famiglia",GIUDIZIO
7713,Come ti descriverai una volta uscito dal carcere?,anche_se vengo fuori innocente credo che sarò segnata per il resto dei_miei giorni e mia_figlia pure . penso_che una_volta_uscita me ne torno a_casa mia,anche_se vengo fuori innocente credo che sarò segnata per il resto dei_miei giorni e mia_figlia pure . ,VALUTAZIONE
7714,Come ti descriverai una volta uscito dal carcere?,,penso_che una_volta_uscita me ne torno a_casa mia,DICHIARAZIONE DI INTENTI
7715,Come ti descriverai una volta uscito dal carcere?,"appena_nata, con_la_volontà_di rifarmi una_vita .","appena_nata,",GIUDIZIO
7716,Come ti descriverai una volta uscito dal carcere?,,con_la_volontà_di rifarmi una_vita .,RIFERIMENTO ALL'OBIETTIVO
7717,Come ti descriverai una volta uscito dal carcere?,carcerata .,carcerata .,GIUDIZIO
7718,Come ti descriverai una volta uscito dal carcere?,una che è_stata in_prigione,una che è_stata in_prigione,DESCRIZIONE
7719,Come ti descriverai una volta uscito dal carcere?,allontanata dalla_realtà,allontanata dalla_realtà,GIUDIZIO
7720,Come ti descriverai una volta uscito dal carcere?,distrutta dalla_realtà .,distrutta dalla_realtà .,GIUDIZIO
7721,Come ti descriverai una volta uscito dal carcere?,"quando_uscirò , prima_di_tutto avrò risolto i miei problemi con le autorità italiane , poi cercherò di sistemarmi e continuare_la_vita","quando_uscirò , prima_di_tutto avrò risolto i miei problemi con le autorità italiane , ",PREVISIONE
7722,Come ti descriverai una volta uscito dal carcere?,,poi cercherò di sistemarmi e continuare_la_vita,DICHIARAZIONE DI INTENTI
7723,Come ti descriverai una volta uscito dal carcere?,sarò_molto contento,sarò_molto contento,GIUDIZIO
7724,Come ti descriverai una volta uscito dal carcere?,non_posso rispondere perché_non mi viene nessuna idea,non_posso rispondere perché_non mi viene nessuna idea,NON RISPOSTA
7725,Come ti descriverai una volta uscito dal carcere?,come_una_persona che si sveglia dopo_aver fatto un_incubo,come_una_persona che si sveglia dopo_aver fatto un_incubo,GENERALIZZAZIONE
7726,Come ti descriverai una volta uscito dal carcere?,prima_di_tutto sarò_libero e vicino_mia_famiglia . potrò cominciare_una_vita senza guai,prima_di_tutto sarò_libero e vicino_mia_famiglia . ,SANCIRE
7727,Come ti descriverai una volta uscito dal carcere?,,potrò cominciare_una_vita senza guai,POSSIBILITA'
7728,Come ti descriverai una volta uscito dal carcere?,una_persona disorientata,una_persona disorientata,GIUDIZIO
7729,Come ti descriverai una volta uscito dal carcere?,la stessa_persona ma_più anziana con tre anni e sei mesi . una_persona il carcere non lo spaventerà mai,la stessa_persona ma_più anziana con tre anni e sei mesi .,DESCRIZIONE
7730,Come ti descriverai una volta uscito dal carcere?,,una_persona il carcere non lo spaventerà mai,SANCIRE
7731,Come ti descriverai una volta uscito dal carcere?,una_persona,una_persona,GENERALIZZAZIONE
7732,Come ti descriverai una volta uscito dal carcere?,"mi cercherei_lavoro , e correg_mio_sbaglio","mi cercherei_lavoro , e correg_mio_sbaglio",DICHIARAZIONE DI INTENTI
7733,Come ti descriverai una volta uscito dal carcere?,"una_persona , seria e con la testa_sulle_spalle per_non finire di_nuovo in_carcere ( cercherò_lavoro )","una_persona , seria e con la testa_sulle_spalle per_non finire di_nuovo in_carcere ",RIFERIMENTO ALL'OBIETTIVO
7734,Come ti descriverai una volta uscito dal carcere?,,( cercherò_lavoro ),DICHIARAZIONE DI INTENTI
7735,Come ti descriverai una volta uscito dal carcere?,"come sono stato fino adesso una_persona , spero_di non_tornare_più in_questi_posti di_essere","come sono stato fino adesso una_persona , ",GENERALIZZAZIONE
7736,Come ti descriverai una volta uscito dal carcere?,,spero_di non_tornare_più in_questi_posti di_essere,COMMENTO
7737,Come ti descriverai una volta uscito dal carcere?,una_persona .,una_persona .,GENERALIZZAZIONE
7738,Come ti descriverai una volta uscito dal carcere?,"l' uomo_più_felice della_terra sapendo_che abbraccerò nuovamente mia_madre e i miei_figli , soprattutto un_uomo trasformato","l' uomo_più_felice della_terra sapendo_che abbraccerò nuovamente mia_madre e i miei_figli , soprattutto un_uomo trasformato",GIUDIZIO
7739,Come ti descriverai una volta uscito dal carcere?,molto confuso,molto confuso,GIUDIZIO
7740,Come ti descriverai una volta uscito dal carcere?,una_persona matura,una_persona matura,GIUDIZIO
7741,Come ti descriverai una volta uscito dal carcere?,ritornare al paese e basta,ritornare al paese e basta,DICHIARAZIONE DI INTENTI
7742,Come ti descriverai una volta uscito dal carcere?,farò possibile per lavorare onestamente se_dio_vuole,farò possibile per lavorare onestamente se_dio_vuole,DICHIARAZIONE DI INTENTI
7743,Come ti descriverai una volta uscito dal carcere?,cerco sempre di_pensare in passato così non_sbaglio in_futuro,cerco sempre di_pensare in passato così non_sbaglio in_futuro,COMMENTO
7744,Come ti descriverai una volta uscito dal carcere?,"quando_uscirò come_prima e questo è_molto_difficile perché_non c' è possibilità di trovare_un_lavoro , essa è poca","quando_uscirò come_prima e questo è_molto_difficile perché_non c' è possibilità di trovare_un_lavoro , essa è poca",PREVISIONE
7745,Come ti descriverai una volta uscito dal carcere?,"quando_uscirò tornerò in marocco e investirò in un progetto , passerò il resto_della_mia_vita lì , non dimenticherò mai gli anni di_prigione e nn_ripeterò_sbagl che ho_fatto .","quando_uscirò tornerò in marocco e investirò in un progetto , passerò il resto_della_mia_vita lì , non dimenticherò mai gli anni di_prigione e nn_ripeterò_sbagl che ho_fatto .",DICHIARAZIONE DI INTENTI
7746,Come ti descriverai una volta uscito dal carcere?,"mi_descrivo che sono in_ottima_salute , felice , e non_faccio niente contro me_stesso per_non entrare un_altra_volta in_prigione","mi_descrivo che sono in_ottima_salute , felice ,",GIUDIZIO
7747,Come ti descriverai una volta uscito dal carcere?,,e non_faccio niente contro me_stesso per_non entrare un_altra_volta in_prigione,RIFERIMENTO ALL'OBIETTIVO
7748,Come ti descriverai una volta uscito dal carcere?,di_stare con i miei_figli e moglie e lavorare senza_sbagliare altra volta rispettare la legge e vedere di crescere miei_figli insieme_famiglia anche_se ho_sbagliato da_tempo fa ora vorrei essere buon padre per i miei_figli,di_stare con i miei_figli e moglie e lavorare senza_sbagliare altra volta rispettare la legge e vedere di crescere miei_figli insieme_famiglia anche_se ho_sbagliato da_tempo fa ora vorrei essere buon padre per i miei_figli,RIFERIMENTO ALL'OBIETTIVO
7749,Come ti descriverai una volta uscito dal carcere?,continuare_la_vita come_prima_di_entrare qui_dentro,continuare_la_vita come_prima_di_entrare qui_dentro,RIFERIMENTO ALL'OBIETTIVO
7750,Come ti descriverai una volta uscito dal carcere?,uno che cercherà di restituire alla_famiglia quello che gli ha tolto,uno che cercherà di restituire alla_famiglia quello che gli ha tolto,DICHIARAZIONE DI INTENTI
7751,Come ti descriverai una volta uscito dal carcere?,fare bravi lavorare,fare bravi lavorare,DICHIARAZIONE DI INTENTI
7752,Come ti descriverai una volta uscito dal carcere?,"non_lo_so , probabile , non soddisfatto","non_lo_so , ",NON RISPOSTA
7753,Come ti descriverai una volta uscito dal carcere?,,"probabile , non soddisfatto",POSSIBILITA'
7754,Come ti descriverai una volta uscito dal carcere?,spero di cominciare a_lavorare e di dedicare attenzioni alla_mia,spero di cominciare a_lavorare e di dedicare attenzioni alla_mia,
7755,Come ti descriverai una volta uscito dal carcere?,male perché le cose elementari delle quali un detenuto necessita non funzionano,male perché le cose elementari delle quali un detenuto necessita non funzionano,CAUSA
7756,Come ti descriverai una volta uscito dal carcere?,spero_che non_ritorno al carcere,spero_che non_ritorno al carcere,GENERALIZZAZIONE
7757,Come ti descriverai una volta uscito dal carcere?,"si vede un_altro_mondo , finalmente vedo tutto bello anche lo sporco o l' animale che passeggia per strada","si vede un_altro_mondo , finalmente vedo tutto bello anche lo sporco o l' animale che passeggia per strada",COMMENTO
7758,Come ti descriverai una volta uscito dal carcere?,è bello io vedrò tutto positivo,è bello io vedrò tutto positivo,GIUDIZIO
7759,Come ti descriverai una volta uscito dal carcere?,spero_che trovo la casa come_prima,spero_che trovo la casa come_prima,COMMENTO
7760,Come ti descriverai una volta uscito dal carcere?,spero_che le trova come_prima,spero_che le trova come_prima,COMMENTO
7761,Come ti descriverai una volta uscito dal carcere?,mi_descriverei come_una_persona più vecchia di_età ma arricchita di conoscenze e come_una_persona che dopo_aver trascorso tanto_tempo in_carcere si sente ancora lucida e normale per_continuare a lavorare,mi_descriverei come_una_persona più vecchia di_età ma arricchita di conoscenze e come_una_persona che dopo_aver trascorso tanto_tempo in_carcere si sente ancora lucida e normale per_continuare a lavorare,DESCRIZIONE
7762,Come ti descriverai una volta uscito dal carcere?,"mi_considero come_sono_sem_stata, i miei principi e la mia educazione sono dentro il mio cuore , ma devo_dire_che adesso mi_considero molto_meglio di quanto ero ieri perché qui capisco che c' è molta più cattiveria di quella che noi immaginiamo , questo lo dico per i commenti che fanno alcune compagne e anche per_quello visto di_persona","mi_considero come_sono_sem_stata, i miei principi e la mia educazione sono dentro il mio cuore , ma devo_dire_che adesso mi_considero molto_meglio di quanto ero ieri perché qui capisco che c' è molta più cattiveria di quella che noi immaginiamo , questo lo dico per i commenti che fanno alcune compagne e anche per_quello visto di_persona",
7763,Come ti descriverai una volta uscito dal carcere?,"come un essere diverso , con più coscienza perché la sofferenza ti_aiuta a maturare , come un essere che mangerà pane e acqua ma che sarà insieme_ai suoi_figli","come un essere diverso , ",GIUDIZIO
7764,Come ti descriverai una volta uscito dal carcere?,,"con più coscienza perché la sofferenza ti_aiuta a maturare , ",CAUSA
