,Unnamed: 0,TESTO DELLA DOMANDA,REPERTORIO DELLA DOMANDA,STRALCIO,DENOMINAZIONE SENIOR
5988,5988,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,riconosc_stato,sancire
6311,6311,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,tornare al_mio in_fretta,COMMENTO
3173,3173,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"non lo so, penso che tutti facciamo errori, ma io ne faccio sempre",COMMENTO
3269,3269,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,nessuno lo sa perché tutti abbiamo altri pensieri,NON RISPOSTA
3511,3511,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,lo descrivo un fuori legge,GIUDIZIO
5929,5929,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"accertamento linguaggio parlato - di relazione 
disponibilità alla relazione 
",DESCRIZIONE
4063,4063,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,"1-persona-tranquilla , costretta a scontare la sua-pena 
",sancire
3773,3773,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,una persona molta altra gente,GENERALIZZAZIONE
4995,4995,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,quella di poter socializzare se si sente il bisogno di apprendere,DESCRIZIONE
1702,1702,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"di_avere libertà di esterno 
palestra 
corsi lavorativi per almeno il cinquanta per_cento dei_detenuti",COMMENTO
4663,4663,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"non c' Š nessuna opportunit… di
trattt_rieducativo in_questo_carcere
",DESCRIZIONE
4306,4306,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,spazzatura,GIUDIZIO
6486,6486,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"corsi_professionali che ti insegnino un lavoro,",sancire
6086,6086,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,non_ho una risposta precisa,GIUSTIFICAZIONE
2259,2259,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non consumo,NON RISPOSTA
3686,3686,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,una persona,GENERALIZZAZIONE
5697,5697,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,attraverso i detenuti,COMMENTO
4219,4219,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,"direbbe-che-sono 1-persona molto-tranquilla, che so-viv-in-comunit , che ho tanto rispetto-x-le-pers",sancire
2416,2416,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,mi_sento più_calmo qnd_fumo_canne,DESCRIZIONE
2188,2188,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,come persone fantasiose,GIUDIZIO
6917,6917,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,niente,sancire
6552,6552,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,nessuna carceri separati,sancire
6236,6236,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,una esp_brutta ma non_torno_più in_carcere ,COMMENTO
6684,6684,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,niente perché fanno di un' erba un fascio,GIUSTIFICAZIONE
1932,1932,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,DESCRIZIONE,per gli italiani e per_gli_stranieri in_regola con le norme di immigrazione le possibilita sono discrete .,SPECIFICAZIONE
3833,3833,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,come tutti gli altri,GENERALIZZAZIONE
1517,1517,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,il legame_con_la_famigl,sancire
4884,4884,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,mi aiuta qualcuno di loro ,DESCRIZIONE
5412,5412,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"ad_esempio di ha dato l' autorizzazione ad uscire e visitare una stazione 
elettrica con gli studenti dell' alta sicurezza mettendo in_essere tutte le 
azioni atte a consentirlo, anche in_termini_di sicurezza 
",GENERALIZZAZIONE
3136,3136,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,descrivo la persona lo stesso reato imputato che quando uno entra nel campo di droga o furto ci rimane fino alla fine,PREVISIONE
4681,4681,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,non_esiste,sancire
5457,5457,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,"non_sono corsi_di_formazione multispecialistici in_orario_ di_servizio, 
idem aggiornamenti, seminari, eccetera eccetera eccetera 
",DESCRIZIONE
795,795,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,mediocre,GIUDIZIO
2422,2422,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,tutto sballato,sancire
2665,2665,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"una persona di psicofarmaci,",GENERALIZZAZIONE
2073,2073,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,anche questa è una_persona malata,GIUDIZIO
3181,3181,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"ci sono commesso lo stesso è stato imputato, ha passato 4 mesi di prigione",DESCRIZIONE
6407,6407,Come si descriverebbe come persona straniera detenuta,DESCRIZIONE,nessuno si interessa,sancire
507,507,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"me-l-ha-detto una-comp 
",DESCRIZIONE
7434,7434,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"ero_una_persona impegnata , vivo la tranquillità , lavorare , casa , non_avevo sognato che vengo qui",GIUSTIFICAZIONE
776,776,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,io in questo senso sono stato molto fortunato,GIUDIZIO
782,782,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,sarebbe importante essere seguiti dal personale dell'ufficio educatori,GIUDIZIO
1315,1315,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,cabine_telefoniche; collo_con_familiari senza documenti,sancire
2676,2676,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,di sana e robusta costituzione fisica idonea al lavoro,GIUDIZIO
1279,1279,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,ringrazio tutti per_il_loro comportamento verso_noi.,COMMENTO
1976,1976,Come descriverebbe una persona che è stata condannata per lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"----040 
direi_che ci•_non Š buono",OPINIONE
3518,3518,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,una persona pericolosa,GIUDIZIO
1349,1349,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"la presenza di tante possibilità 
",SPECIFICAZIONE
3716,3716,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,ma io commesso nessun reato,COMMENTO
7441,7441,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,sicuramente un buono a nulla una_persona non valida quindi è_giusto_che mi_descriva un criminale no ma una_persona deve essere punita,GIUDIZIO
6004,6004,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,segnalazione equipe in_carcere - sert competente territorialmente,DESCRIZIONE
1681,1681,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"campo_sportivo 
la palestra 
lavorare a_turno i detenuti",GIUDIZIO
3365,3365,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,una persona per la necessità di lavorare è stata costretta a scegliere quella opportunità che le hanno dato con la promessa di guadagnare qualche dollaro in più per poter sopravvivere,DERESPONSABILIZZAZIONE
1635,1635,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,e che ci_siano i farmaci,GIUDIZIO
3617,3617,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,normale,GIUDIZIO
5370,5370,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"il ruolo nei_confronti_dei detenuti stranieri deve essere educativo, 
nei_confronti_delle persone umane rispetto reciproco di potersi inserire 
nella societa_italiana 
",COMMENTO
932,932,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,possibilit…_di_lavor,sancire
3017,3017,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,che non chiede per niente il medico,sancire
2595,2595,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"una persona di medicine che si reca pochissimo dal dottore, che riesce a fare sport, eccetera",DESCRIZIONE
450,450,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"e dagli-altri-deten. 

",DESCRIZIONE
4690,4690,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"che nessuno_comanda e che tutti sono dei
bastardi razzisti. il mangiare Š una
schifezza ; nessuno
comanda ? poco_efficaci , servono persone
efficaci
",COMMENTO
6996,6996,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,eliminare tutte le religioni,GENERALIZZAZIONE
4926,4926,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,vorrei andare via di qua ,NON RISPOSTA
3355,3355,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,la descrivo come una persona bisognosa,GIUDIZIO
2742,2742,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,dovrebbe essere sana di mente,GIUDIZIO
331,331,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ho-av-info da-professori,DESCRIZIONE
5350,5350,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,non mi risulta che vengano date possibilita in_merito,OPINIONE
3978,3978,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,non-lo-so,NON RISPOSTA
2890,2890,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"una persona con sé stessa, che può partecipare alla vita",sancire
847,847,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,e molto complesso descrivere qualcosa che non vivo,GIUSTIFICAZIONE
6828,6828,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,stando italiani a_parte e stranieri di là,GENERALIZZAZIONE
484,484,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"e dalla-scuola 
",DESCRIZIONE
5148,5148,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,considerando che quasi_tutti bene_o_male godiamo di un contatto familiare,COMMENTO
3909,3909,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,fa-suo-lavoro,sancire
710,710,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,nulle,sancire
